text,intent,language,screen,action_type,source
mata open wires tiyanawa report karanna,select_exposed_wiring,si_latin,safety_related_issues,select_issue,template
choose සැලසුම්ගත විදුලි කප්පාදුව,select_scheduled_power_cut,mixed_script,power_supply_issues,select_issue,mixed_si_alias
please open app information,open_about_us,en,account,navigation,template
tap විදුලිය වැදීමේ අවදානම,select_electric_shock_risk,mixed_script,safety_related_issues,select_issue,mixed_si_alias
press find available technicians,find_available_technicians,en,technician_flow,action,template
do review and confirm issue,review_and_confirm_issue,en,electricity_board_flow,action,template
substation issues eka thoranna,select_substation_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
profile settings select karanna,open_profile_settings,mixed_latin,account,navigation,mixed_en_alias
යවන්න එපා quickly,cancel_dialog,noisy_mixed,dialog,action,noise
කරුණාකර current location eka use karanna,use_current_location,mixed_script,location,action,mixed_ro_alias
open short circuit or fire,select_short_circuit_or_fire,en,electricity_board_report,select_board_category,template
display area outage report,open_report_to_electricity_board,en,home,navigation,template
I have area power failure,select_area_power_failure,en,electricity_board_report,select_board_category,template
help and support open karanna,open_help_support,mixed_latin,account,navigation,mixed_en_alias
sudden outage eka open karanna,select_sudden_power_loss,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
භාෂාව වෙනස් කරන්න තෝරන්න,change_language,si_script,account,action,template
pichchena suwada ලෙස සටහන් කරන්න,select_burning_smell,mixed_script,safety_related_issues,select_issue,mixed_ro_alias
can you ගිණුමෙන් ඉවත් වෙන්න,logout,mixed_script,account,action,mixed_si_alias
I have power line damage,select_damaged_power_lines,en,infrastructure_issues,select_issue,template
activity details open karanna පෙන්වන්න,open_activity_details,mixed_script,activities,navigation,mixed_ro_alias
mata about us open karanna,open_about_us,mixed_latin,account,navigation,mixed_en_alias
meteren pupuru gahanawa report karanna,select_sparks_from_meter,si_latin,safety_related_issues,select_issue,template
previous page pennanna,go_back,mixed_latin,global,navigation,mixed_en_alias
technician location confirm karanna,confirm_location_technician,si_latin,technician_flow,action,direct
select complete power outage,select_complete_power_outage,en,power_supply_issues,select_issue,template
tap profile account,open_account,en,bottom_navigation,navigation,template
use complete power outage,select_complete_power_outage,en,power_supply_issues,select_issue,template
broken power line eka thoranna,select_power_line_faults,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
exposed wiring eka eka open karanna,select_exposed_wiring,si_latin,safety_related_issues,select_issue,template
home page page ekata yanna,go_home,mixed_latin,bottom_navigation,navigation,mixed_en_alias
tap ඉංග්‍රීසිට මාරු කරන්න,change_language,mixed_script,account,action,mixed_si_alias
do open location screen,continue_to_location,en,report_flow,action,template
pole and wire issues eka tap karanna,open_infrastructure_issues,mixed_latin,home,navigation,mixed_en_alias
use voltage fluctuation,select_fluctuating_voltage,en,voltage_technical_issues,select_issue,template
I have meter burning,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
my issue is lights are dim,select_dim_lights,en,voltage_technical_issues,select_issue,template
open device connectivity,select_device_connectivity,en,monitoring_device_issues,select_issue,template
mata profile account open karanna,open_account,mixed_latin,bottom_navigation,navigation,mixed_en_alias
kanuwa wetila select karanna,select_fallen_pole,si_latin,infrastructure_issues,select_issue,template
arakshawa sambandha getalu open karanna,open_safety_related_issues,si_latin,home,navigation,template
I have sparks from lines,select_short_circuit_or_fire,en,electricity_board_report,select_board_category,template
ස්ථානය සැකසීමට යන්න තෝරන්න,continue_to_location,si_script,report_flow,action,template
close dialog option eka tap karanna,cancel_dialog,mixed_latin,dialog,action,mixed_en_alias
viduli mandalayata report karanna page ekata yanna,open_report_to_electricity_board,si_latin,home,navigation,template
profile edit karanna page ekata yanna,open_profile_settings,si_latin,account,navigation,template
navigate to view issue details,open_activity_details,en,activities,navigation,template
external human causes eka select karanna,select_external_or_human_causes,si_latin,electricity_board_report,select_board_category,template
intermittent supply eka වාර්තා කරන්න,select_intermittent_supply,mixed_script,power_supply_issues,select_issue,mixed_ro_alias
ස්ථාපිත නොවන සැපයුම ලෙස සටහන් කරන්න,select_intermittent_supply,si_script,power_supply_issues,select_issue,template
mata submit one,submit_report,mixed_latin,dialog,action,mixed_en_alias
I want to ඉල්ලීම අවලංගු කරන්න,cancel_request,mixed_script,technician_flow,action,mixed_si_alias
please location eka search karanna karanna,search_location,si_latin,location,action,template
can you location ekata yanna please,continue_to_location,noisy_mixed,report_flow,action,noise
mark planned power cut,select_scheduled_power_cut,en,power_supply_issues,select_issue,template
I have over voltage,select_high_voltage,en,voltage_technical_issues,select_issue,template
mul page eka select karanna,go_home,si_latin,bottom_navigation,navigation,template
go back eka tap karanna,go_back,mixed_latin,global,navigation,mixed_en_alias
meter or service line issues select karanna,select_meter_or_service_line_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
continue with attach photo,add_photo,en,report_flow,action,template
උදව් සහ සහාය,open_help_support,si_script,account,navigation,direct
හෙලෝ current location eka use karanna කරන්න,use_current_location,noisy_mixed,location,action,noise
broken meter box,select_broken_meter_box,en,infrastructure_issues,select_issue,direct
I want to open support,open_help_support,en,account,navigation,template
මට අඳුරු විදුලි බුබුල් වාර්තා කරන්න,select_dim_lights,si_script,voltage_technical_issues,select_issue,template
report fire near electrical equipment,select_short_circuit_or_fire,en,electricity_board_report,select_board_category,template
can you go to location quickly,continue_to_location,noisy_mixed,report_flow,action,noise
no cancel option eka tap karanna,cancel_dialog,mixed_latin,dialog,action,mixed_en_alias
loose service connection issue eka,select_meter_or_service_line_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
mata photo ekak add karanna one දැන්,add_photo,noisy_mixed,report_flow,action,noise
meter service line issue report karanna,select_meter_or_service_line_issues,si_latin,electricity_board_report,select_board_category,template
